name,year,properties,nonCurrentLiabilities,currentLiabbilities,equities,fullPrice,priceNextYear
RELPOL,2009,23851,1089,4068,69283,1168500.0,1159200.0
RELPOL,2010,32046,1038,5461,80418,1159200.0,857700.0
RELPOL,2011,35340,817,11266,94012,857700.0,140200.0
RELPOL,2012,41583,738,13688,106601,140200.0,119939300.0
RELPOL,2013,62308,673,14845,119491,119939300.0,911300.0
RELPOL,2014,68630,687,10513,119065,911300.0,2932000.0
RELPOL,2015,68095,661,7154,130446,2932000.0,313200.0
RELPOL,2016,74044,751,10353,143526,313200.0,9377600.0
RELPOL,2017,74142,659,9388,148860,9377600.0,25500.0
STRZELEC,2005,12126,520,1723,30845,9262800.0,6026400.0
STRZELEC,2006,12720,624,1914,37316,6026400.0,4073400.0
STRZELEC,2007,16086,610,2677,41013,4073400.0,618163200.0
STRZELEC,2008,24380,865,9160,48498,618163200.0,1168500.0
STRZELEC,2009,23851,1089,4068,69283,1168500.0,1159200.0
STRZELEC,2010,32046,1038,5461,80418,1159200.0,857700.0
STRZELEC,2011,35340,817,11266,94012,857700.0,140200.0
STRZELEC,2012,41583,738,13688,106601,140200.0,119939300.0
STRZELEC,2013,62308,673,14845,119491,119939300.0,911300.0
STRZELEC,2014,68630,687,10513,119065,911300.0,2932000.0
STRZELEC,2015,68095,661,7154,130446,2932000.0,313200.0
STRZELEC,2016,74044,751,10353,143526,313200.0,9377600.0
STRZELEC,2017,74142,659,9388,148860,9377600.0,25500.0
WANDALEX,2005,12126,520,1723,30845,9262800.0,6026400.0
WANDALEX,2006,12720,624,1914,37316,6026400.0,4073400.0
WANDALEX,2007,16086,610,2677,41013,4073400.0,618163200.0
WANDALEX,2008,24380,865,9160,48498,618163200.0,1168500.0
WANDALEX,2009,23851,1089,4068,69283,1168500.0,1159200.0
WANDALEX,2010,32046,1038,5461,80418,1159200.0,857700.0
WANDALEX,2011,35340,817,11266,94012,857700.0,140200.0
WANDALEX,2012,41583,738,13688,106601,140200.0,119939300.0
WANDALEX,2013,62308,673,14845,119491,119939300.0,911300.0
WANDALEX,2014,68630,687,10513,119065,911300.0,2932000.0
WANDALEX,2015,68095,661,7154,130446,2932000.0,313200.0
WANDALEX,2016,74044,751,10353,143526,313200.0,9377600.0
WANDALEX,2017,74142,659,9388,148860,9377600.0,25500.0
UNIMIL,2005,12126,520,1723,30845,9262800.0,6026400.0
UNIMIL,2006,12720,624,1914,37316,6026400.0,4073400.0
UNIMIL,2007,16086,610,2677,41013,4073400.0,618163200.0
UNIMIL,2008,24380,865,9160,48498,618163200.0,1168500.0
UNIMIL,2009,23851,1089,4068,69283,1168500.0,1159200.0
UNIMIL,2010,32046,1038,5461,80418,1159200.0,857700.0
UNIMIL,2011,35340,817,11266,94012,857700.0,140200.0
UNIMIL,2012,41583,738,13688,106601,140200.0,119939300.0
UNIMIL,2013,62308,673,14845,119491,119939300.0,911300.0
UNIMIL,2014,68630,687,10513,119065,911300.0,2932000.0
UNIMIL,2015,68095,661,7154,130446,2932000.0,313200.0
UNIMIL,2016,74044,751,10353,143526,313200.0,9377600.0
UNIMIL,2017,74142,659,9388,148860,9377600.0,25500.0
SWARZEDZ,2005,12126,520,1723,30845,9262800.0,6026400.0
SWARZEDZ,2006,12720,624,1914,37316,6026400.0,4073400.0
SWARZEDZ,2007,16086,610,2677,41013,4073400.0,618163200.0
SWARZEDZ,2008,24380,865,9160,48498,618163200.0,1168500.0
SWARZEDZ,2009,23851,1089,4068,69283,1168500.0,1159200.0
SWARZEDZ,2010,32046,1038,5461,80418,1159200.0,857700.0
SWARZEDZ,2011,35340,817,11266,94012,857700.0,140200.0
SWARZEDZ,2012,41583,738,13688,106601,140200.0,119939300.0
SWARZEDZ,2013,62308,673,14845,119491,119939300.0,911300.0
SWARZEDZ,2014,68630,687,10513,119065,911300.0,2932000.0
SWARZEDZ,2015,68095,661,7154,130446,2932000.0,313200.0
SWARZEDZ,2016,74044,751,10353,143526,313200.0,9377600.0
SWARZEDZ,2017,74142,659,9388,148860,9377600.0,25500.0
POLCOLOR,2005,12126,520,1723,30845,9262800.0,6026400.0
POLCOLOR,2006,12720,624,1914,37316,6026400.0,4073400.0
POLCOLOR,2007,16086,610,2677,41013,4073400.0,618163200.0
POLCOLOR,2008,24380,865,9160,48498,618163200.0,1168500.0
POLCOLOR,2009,23851,1089,4068,69283,1168500.0,1159200.0
POLCOLOR,2010,32046,1038,5461,80418,1159200.0,857700.0
POLCOLOR,2011,35340,817,11266,94012,857700.0,140200.0
POLCOLOR,2012,41583,738,13688,106601,140200.0,119939300.0
POLCOLOR,2013,62308,673,14845,119491,119939300.0,911300.0
POLCOLOR,2014,68630,687,10513,119065,911300.0,2932000.0
POLCOLOR,2015,68095,661,7154,130446,2932000.0,313200.0
POLCOLOR,2016,74044,751,10353,143526,313200.0,9377600.0
POLCOLOR,2017,74142,659,9388,148860,9377600.0,25500.0
POLLENAE,2005,12126,520,1723,30845,9262800.0,6026400.0
POLLENAE,2006,12720,624,1914,37316,6026400.0,4073400.0
POLLENAE,2007,16086,610,2677,41013,4073400.0,618163200.0
POLLENAE,2008,24380,865,9160,48498,618163200.0,1168500.0
POLLENAE,2009,23851,1089,4068,69283,1168500.0,1159200.0
POLLENAE,2010,32046,1038,5461,80418,1159200.0,857700.0
POLLENAE,2011,35340,817,11266,94012,857700.0,140200.0
POLLENAE,2012,41583,738,13688,106601,140200.0,119939300.0
POLLENAE,2013,62308,673,14845,119491,119939300.0,911300.0
POLLENAE,2014,68630,687,10513,119065,911300.0,2932000.0
POLLENAE,2015,68095,661,7154,130446,2932000.0,313200.0
POLLENAE,2016,74044,751,10353,143526,313200.0,9377600.0
POLLENAE,2017,74142,659,9388,148860,9377600.0,25500.0
INTERCARS,2005,12126,520,1723,30845,9262800.0,6026400.0
INTERCARS,2006,12720,624,1914,37316,6026400.0,4073400.0
INTERCARS,2007,16086,610,2677,41013,4073400.0,618163200.0
INTERCARS,2008,24380,865,9160,48498,618163200.0,1168500.0
INTERCARS,2009,23851,1089,4068,69283,1168500.0,1159200.0
INTERCARS,2010,32046,1038,5461,80418,1159200.0,857700.0
INTERCARS,2011,35340,817,11266,94012,857700.0,140200.0
INTERCARS,2012,41583,738,13688,106601,140200.0,119939300.0
INTERCARS,2013,62308,673,14845,119491,119939300.0,911300.0
INTERCARS,2014,68630,687,10513,119065,911300.0,2932000.0
INTERCARS,2015,68095,661,7154,130446,2932000.0,313200.0
INTERCARS,2016,74044,751,10353,143526,313200.0,9377600.0
INTERCARS,2017,74142,659,9388,148860,9377600.0,25500.0
HYDROBUD,2005,12126,520,1723,30845,9262800.0,6026400.0
HYDROBUD,2006,12720,624,1914,37316,6026400.0,4073400.0
HYDROBUD,2007,16086,610,2677,41013,4073400.0,618163200.0
HYDROBUD,2008,24380,865,9160,48498,618163200.0,1168500.0
HYDROBUD,2009,23851,1089,4068,69283,1168500.0,1159200.0
HYDROBUD,2010,32046,1038,5461,80418,1159200.0,857700.0
HYDROBUD,2011,35340,817,11266,94012,857700.0,140200.0
HYDROBUD,2012,41583,738,13688,106601,140200.0,119939300.0
HYDROBUD,2013,62308,673,14845,119491,119939300.0,911300.0
HYDROBUD,2014,68630,687,10513,119065,911300.0,2932000.0
HYDROBUD,2015,68095,661,7154,130446,2932000.0,313200.0
HYDROBUD,2016,74044,751,10353,143526,313200.0,9377600.0
HYDROBUD,2017,74142,659,9388,148860,9377600.0,25500.0
TECHMEX,2005,12126,520,1723,30845,9262800.0,6026400.0
TECHMEX,2006,12720,624,1914,37316,6026400.0,4073400.0
TECHMEX,2007,16086,610,2677,41013,4073400.0,618163200.0
TECHMEX,2008,24380,865,9160,48498,618163200.0,1168500.0
TECHMEX,2009,23851,1089,4068,69283,1168500.0,1159200.0
TECHMEX,2010,32046,1038,5461,80418,1159200.0,857700.0
TECHMEX,2011,35340,817,11266,94012,857700.0,140200.0
TECHMEX,2012,41583,738,13688,106601,140200.0,119939300.0
TECHMEX,2013,62308,673,14845,119491,119939300.0,911300.0
TECHMEX,2014,68630,687,10513,119065,911300.0,2932000.0
TECHMEX,2015,68095,661,7154,130446,2932000.0,313200.0
TECHMEX,2016,74044,751,10353,143526,313200.0,9377600.0
TECHMEX,2017,74142,659,9388,148860,9377600.0,25500.0
ELKOP,2005,12126,520,1723,30845,9262800.0,6026400.0
ELKOP,2006,12720,624,1914,37316,6026400.0,4073400.0
ELKOP,2007,16086,610,2677,41013,4073400.0,618163200.0
ELKOP,2008,24380,865,9160,48498,618163200.0,1168500.0
ELKOP,2009,23851,1089,4068,69283,1168500.0,1159200.0
ELKOP,2010,32046,1038,5461,80418,1159200.0,857700.0
ELKOP,2011,35340,817,11266,94012,857700.0,140200.0
ELKOP,2012,41583,738,13688,106601,140200.0,119939300.0
ELKOP,2013,62308,673,14845,119491,119939300.0,911300.0
ELKOP,2014,68630,687,10513,119065,911300.0,2932000.0
ELKOP,2015,68095,661,7154,130446,2932000.0,313200.0
ELKOP,2016,74044,751,10353,143526,313200.0,9377600.0
ELKOP,2017,74142,659,9388,148860,9377600.0,25500.0
GROCLIN,2005,12126,520,1723,30845,9262800.0,6026400.0
GROCLIN,2006,12720,624,1914,37316,6026400.0,4073400.0
GROCLIN,2007,16086,610,2677,41013,4073400.0,618163200.0
GROCLIN,2008,24380,865,9160,48498,618163200.0,1168500.0
GROCLIN,2009,23851,1089,4068,69283,1168500.0,1159200.0
GROCLIN,2010,32046,1038,5461,80418,1159200.0,857700.0
GROCLIN,2011,35340,817,11266,94012,857700.0,140200.0
GROCLIN,2012,41583,738,13688,106601,140200.0,119939300.0
GROCLIN,2013,62308,673,14845,119491,119939300.0,911300.0
GROCLIN,2014,68630,687,10513,119065,911300.0,2932000.0
GROCLIN,2015,68095,661,7154,130446,2932000.0,313200.0
GROCLIN,2016,74044,751,10353,143526,313200.0,9377600.0
GROCLIN,2017,74142,659,9388,148860,9377600.0,25500.0
LZPS,2005,12126,520,1723,30845,9262800.0,6026400.0
LZPS,2006,12720,624,1914,37316,6026400.0,4073400.0
LZPS,2007,16086,610,2677,41013,4073400.0,618163200.0
LZPS,2008,24380,865,9160,48498,618163200.0,1168500.0
LZPS,2009,23851,1089,4068,69283,1168500.0,1159200.0
LZPS,2010,32046,1038,5461,80418,1159200.0,857700.0
LZPS,2011,35340,817,11266,94012,857700.0,140200.0
LZPS,2012,41583,738,13688,106601,140200.0,119939300.0
LZPS,2013,62308,673,14845,119491,119939300.0,911300.0
LZPS,2014,68630,687,10513,119065,911300.0,2932000.0
LZPS,2015,68095,661,7154,130446,2932000.0,313200.0
LZPS,2016,74044,751,10353,143526,313200.0,9377600.0
LZPS,2017,74142,659,9388,148860,9377600.0,25500.0
AMICA,2005,12126,520,1723,30845,9262800.0,6026400.0
AMICA,2006,12720,624,1914,37316,6026400.0,4073400.0
AMICA,2007,16086,610,2677,41013,4073400.0,618163200.0
AMICA,2008,24380,865,9160,48498,618163200.0,1168500.0
AMICA,2009,23851,1089,4068,69283,1168500.0,1159200.0
AMICA,2010,32046,1038,5461,80418,1159200.0,857700.0
AMICA,2011,35340,817,11266,94012,857700.0,140200.0
AMICA,2012,41583,738,13688,106601,140200.0,119939300.0
AMICA,2013,62308,673,14845,119491,119939300.0,911300.0
AMICA,2014,68630,687,10513,119065,911300.0,2932000.0
AMICA,2015,68095,661,7154,130446,2932000.0,313200.0
AMICA,2016,74044,751,10353,143526,313200.0,9377600.0
AMICA,2017,74142,659,9388,148860,9377600.0,25500.0
STALEXP,2005,12126,520,1723,30845,9262800.0,6026400.0
STALEXP,2006,12720,624,1914,37316,6026400.0,4073400.0
STALEXP,2007,16086,610,2677,41013,4073400.0,618163200.0
STALEXP,2008,24380,865,9160,48498,618163200.0,1168500.0
STALEXP,2009,23851,1089,4068,69283,1168500.0,1159200.0
STALEXP,2010,32046,1038,5461,80418,1159200.0,857700.0
STALEXP,2011,35340,817,11266,94012,857700.0,140200.0
STALEXP,2012,41583,738,13688,106601,140200.0,119939300.0
STALEXP,2013,62308,673,14845,119491,119939300.0,911300.0
STALEXP,2014,68630,687,10513,119065,911300.0,2932000.0
STALEXP,2015,68095,661,7154,130446,2932000.0,313200.0
STALEXP,2016,74044,751,10353,143526,313200.0,9377600.0
STALEXP,2017,74142,659,9388,148860,9377600.0,25500.0
13FORTUNA,2005,12126,520,1723,30845,9262800.0,6026400.0
13FORTUNA,2006,12720,624,1914,37316,6026400.0,4073400.0
13FORTUNA,2007,16086,610,2677,41013,4073400.0,618163200.0
13FORTUNA,2008,24380,865,9160,48498,618163200.0,1168500.0
13FORTUNA,2009,23851,1089,4068,69283,1168500.0,1159200.0
13FORTUNA,2010,32046,1038,5461,80418,1159200.0,857700.0
13FORTUNA,2011,35340,817,11266,94012,857700.0,140200.0
13FORTUNA,2012,41583,738,13688,106601,140200.0,119939300.0
13FORTUNA,2013,62308,673,14845,119491,119939300.0,911300.0
13FORTUNA,2014,68630,687,10513,119065,911300.0,2932000.0
13FORTUNA,2015,68095,661,7154,130446,2932000.0,313200.0
13FORTUNA,2016,74044,751,10353,143526,313200.0,9377600.0
13FORTUNA,2017,74142,659,9388,148860,9377600.0,25500.0
JUPITER,2005,12126,520,1723,30845,9262800.0,6026400.0
JUPITER,2006,12720,624,1914,37316,6026400.0,4073400.0
JUPITER,2007,16086,610,2677,41013,4073400.0,618163200.0
JUPITER,2008,24380,865,9160,48498,618163200.0,1168500.0
JUPITER,2009,23851,1089,4068,69283,1168500.0,1159200.0
JUPITER,2010,32046,1038,5461,80418,1159200.0,857700.0
JUPITER,2011,35340,817,11266,94012,857700.0,140200.0
JUPITER,2012,41583,738,13688,106601,140200.0,119939300.0
JUPITER,2013,62308,673,14845,119491,119939300.0,911300.0
JUPITER,2014,68630,687,10513,119065,911300.0,2932000.0
JUPITER,2015,68095,661,7154,130446,2932000.0,313200.0
JUPITER,2016,74044,751,10353,143526,313200.0,9377600.0
JUPITER,2017,74142,659,9388,148860,9377600.0,25500.0
WISTIL,2005,12126,520,1723,30845,9262800.0,6026400.0
WISTIL,2006,12720,624,1914,37316,6026400.0,4073400.0
WISTIL,2007,16086,610,2677,41013,4073400.0,618163200.0
WISTIL,2008,24380,865,9160,48498,618163200.0,1168500.0
WISTIL,2009,23851,1089,4068,69283,1168500.0,1159200.0
WISTIL,2010,32046,1038,5461,80418,1159200.0,857700.0
WISTIL,2011,35340,817,11266,94012,857700.0,140200.0
WISTIL,2012,41583,738,13688,106601,140200.0,119939300.0
WISTIL,2013,62308,673,14845,119491,119939300.0,911300.0
WISTIL,2014,68630,687,10513,119065,911300.0,2932000.0
WISTIL,2015,68095,661,7154,130446,2932000.0,313200.0
WISTIL,2016,74044,751,10353,143526,313200.0,9377600.0
WISTIL,2017,74142,659,9388,148860,9377600.0,25500.0
SPIN,2005,12126,520,1723,30845,9262800.0,6026400.0
SPIN,2006,12720,624,1914,37316,6026400.0,4073400.0
SPIN,2007,16086,610,2677,41013,4073400.0,618163200.0
SPIN,2008,24380,865,9160,48498,618163200.0,1168500.0
SPIN,2009,23851,1089,4068,69283,1168500.0,1159200.0
SPIN,2010,32046,1038,5461,80418,1159200.0,857700.0
SPIN,2011,35340,817,11266,94012,857700.0,140200.0
SPIN,2012,41583,738,13688,106601,140200.0,119939300.0
SPIN,2013,62308,673,14845,119491,119939300.0,911300.0
SPIN,2014,68630,687,10513,119065,911300.0,2932000.0
SPIN,2015,68095,661,7154,130446,2932000.0,313200.0
SPIN,2016,74044,751,10353,143526,313200.0,9377600.0
SPIN,2017,74142,659,9388,148860,9377600.0,25500.0
10FOKSAL,2005,12126,520,1723,30845,9262800.0,6026400.0
10FOKSAL,2006,12720,624,1914,37316,6026400.0,4073400.0
10FOKSAL,2007,16086,610,2677,41013,4073400.0,618163200.0
10FOKSAL,2008,24380,865,9160,48498,618163200.0,1168500.0
10FOKSAL,2009,23851,1089,4068,69283,1168500.0,1159200.0
10FOKSAL,2010,32046,1038,5461,80418,1159200.0,857700.0
10FOKSAL,2011,35340,817,11266,94012,857700.0,140200.0
10FOKSAL,2012,41583,738,13688,106601,140200.0,119939300.0
10FOKSAL,2013,62308,673,14845,119491,119939300.0,911300.0
10FOKSAL,2014,68630,687,10513,119065,911300.0,2932000.0
10FOKSAL,2015,68095,661,7154,130446,2932000.0,313200.0
10FOKSAL,2016,74044,751,10353,143526,313200.0,9377600.0
10FOKSAL,2017,74142,659,9388,148860,9377600.0,25500.0
KABLE,2005,12126,520,1723,30845,9262800.0,6026400.0
KABLE,2006,12720,624,1914,37316,6026400.0,4073400.0
KABLE,2007,16086,610,2677,41013,4073400.0,618163200.0
KABLE,2008,24380,865,9160,48498,618163200.0,1168500.0
KABLE,2009,23851,1089,4068,69283,1168500.0,1159200.0
KABLE,2010,32046,1038,5461,80418,1159200.0,857700.0
KABLE,2011,35340,817,11266,94012,857700.0,140200.0
KABLE,2012,41583,738,13688,106601,140200.0,119939300.0
KABLE,2013,62308,673,14845,119491,119939300.0,911300.0
KABLE,2014,68630,687,10513,119065,911300.0,2932000.0
KABLE,2015,68095,661,7154,130446,2932000.0,313200.0
KABLE,2016,74044,751,10353,143526,313200.0,9377600.0
KABLE,2017,74142,659,9388,148860,9377600.0,25500.0
NOWAGALA,2005,12126,520,1723,30845,9262800.0,6026400.0
NOWAGALA,2006,12720,624,1914,37316,6026400.0,4073400.0
NOWAGALA,2007,16086,610,2677,41013,4073400.0,618163200.0
NOWAGALA,2008,24380,865,9160,48498,618163200.0,1168500.0
NOWAGALA,2009,23851,1089,4068,69283,1168500.0,1159200.0
NOWAGALA,2010,32046,1038,5461,80418,1159200.0,857700.0
NOWAGALA,2011,35340,817,11266,94012,857700.0,140200.0
NOWAGALA,2012,41583,738,13688,106601,140200.0,119939300.0
NOWAGALA,2013,62308,673,14845,119491,119939300.0,911300.0
NOWAGALA,2014,68630,687,10513,119065,911300.0,2932000.0
NOWAGALA,2015,68095,661,7154,130446,2932000.0,313200.0
NOWAGALA,2016,74044,751,10353,143526,313200.0,9377600.0
NOWAGALA,2017,74142,659,9388,148860,9377600.0,25500.0
DROZAPOL,2005,12126,520,1723,30845,9262800.0,6026400.0
DROZAPOL,2006,12720,624,1914,37316,6026400.0,4073400.0
DROZAPOL,2007,16086,610,2677,41013,4073400.0,618163200.0
DROZAPOL,2008,24380,865,9160,48498,618163200.0,1168500.0
DROZAPOL,2009,23851,1089,4068,69283,1168500.0,1159200.0
DROZAPOL,2010,32046,1038,5461,80418,1159200.0,857700.0
DROZAPOL,2011,35340,817,11266,94012,857700.0,140200.0
DROZAPOL,2012,41583,738,13688,106601,140200.0,119939300.0
DROZAPOL,2013,62308,673,14845,119491,119939300.0,911300.0
DROZAPOL,2014,68630,687,10513,119065,911300.0,2932000.0
DROZAPOL,2015,68095,661,7154,130446,2932000.0,313200.0
DROZAPOL,2016,74044,751,10353,143526,313200.0,9377600.0
DROZAPOL,2017,74142,659,9388,148860,9377600.0,25500.0
LENTEX,2005,12126,520,1723,30845,9262800.0,6026400.0
LENTEX,2006,12720,624,1914,37316,6026400.0,4073400.0
LENTEX,2007,16086,610,2677,41013,4073400.0,618163200.0
LENTEX,2008,24380,865,9160,48498,618163200.0,1168500.0
LENTEX,2009,23851,1089,4068,69283,1168500.0,1159200.0
LENTEX,2010,32046,1038,5461,80418,1159200.0,857700.0
LENTEX,2011,35340,817,11266,94012,857700.0,140200.0
LENTEX,2012,41583,738,13688,106601,140200.0,119939300.0
LENTEX,2013,62308,673,14845,119491,119939300.0,911300.0
LENTEX,2014,68630,687,10513,119065,911300.0,2932000.0
LENTEX,2015,68095,661,7154,130446,2932000.0,313200.0
LENTEX,2016,74044,751,10353,143526,313200.0,9377600.0
LENTEX,2017,74142,659,9388,148860,9377600.0,25500.0
ELEKTRIM,2005,12126,520,1723,30845,9262800.0,6026400.0
ELEKTRIM,2006,12720,624,1914,37316,6026400.0,4073400.0
ELEKTRIM,2007,16086,610,2677,41013,4073400.0,618163200.0
ELEKTRIM,2008,24380,865,9160,48498,618163200.0,1168500.0
ELEKTRIM,2009,23851,1089,4068,69283,1168500.0,1159200.0
ELEKTRIM,2010,32046,1038,5461,80418,1159200.0,857700.0
ELEKTRIM,2011,35340,817,11266,94012,857700.0,140200.0
ELEKTRIM,2012,41583,738,13688,106601,140200.0,119939300.0
ELEKTRIM,2013,62308,673,14845,119491,119939300.0,911300.0
ELEKTRIM,2014,68630,687,10513,119065,911300.0,2932000.0
ELEKTRIM,2015,68095,661,7154,130446,2932000.0,313200.0
ELEKTRIM,2016,74044,751,10353,143526,313200.0,9377600.0
ELEKTRIM,2017,74142,659,9388,148860,9377600.0,25500.0
PLASTBOX,2005,12126,520,1723,30845,9262800.0,6026400.0
PLASTBOX,2006,12720,624,1914,37316,6026400.0,4073400.0
PLASTBOX,2007,16086,610,2677,41013,4073400.0,618163200.0
PLASTBOX,2008,24380,865,9160,48498,618163200.0,1168500.0
PLASTBOX,2009,23851,1089,4068,69283,1168500.0,1159200.0
PLASTBOX,2010,32046,1038,5461,80418,1159200.0,857700.0
PLASTBOX,2011,35340,817,11266,94012,857700.0,140200.0
PLASTBOX,2012,41583,738,13688,106601,140200.0,119939300.0
PLASTBOX,2013,62308,673,14845,119491,119939300.0,911300.0
PLASTBOX,2014,68630,687,10513,119065,911300.0,2932000.0
PLASTBOX,2015,68095,661,7154,130446,2932000.0,313200.0
PLASTBOX,2016,74044,751,10353,143526,313200.0,9377600.0
PLASTBOX,2017,74142,659,9388,148860,9377600.0,25500.0
REDAN,2005,12126,520,1723,30845,9262800.0,6026400.0
REDAN,2006,12720,624,1914,37316,6026400.0,4073400.0
REDAN,2007,16086,610,2677,41013,4073400.0,618163200.0
REDAN,2008,24380,865,9160,48498,618163200.0,1168500.0
REDAN,2009,23851,1089,4068,69283,1168500.0,1159200.0
REDAN,2010,32046,1038,5461,80418,1159200.0,857700.0
REDAN,2011,35340,817,11266,94012,857700.0,140200.0
REDAN,2012,41583,738,13688,106601,140200.0,119939300.0
REDAN,2013,62308,673,14845,119491,119939300.0,911300.0
REDAN,2014,68630,687,10513,119065,911300.0,2932000.0
REDAN,2015,68095,661,7154,130446,2932000.0,313200.0
REDAN,2016,74044,751,10353,143526,313200.0,9377600.0
REDAN,2017,74142,659,9388,148860,9377600.0,25500.0
01NFI,2005,12126,520,1723,30845,9262800.0,6026400.0
01NFI,2006,12720,624,1914,37316,6026400.0,4073400.0
01NFI,2007,16086,610,2677,41013,4073400.0,618163200.0
01NFI,2008,24380,865,9160,48498,618163200.0,1168500.0
01NFI,2009,23851,1089,4068,69283,1168500.0,1159200.0
01NFI,2010,32046,1038,5461,80418,1159200.0,857700.0
01NFI,2011,35340,817,11266,94012,857700.0,140200.0
01NFI,2012,41583,738,13688,106601,140200.0,119939300.0
01NFI,2013,62308,673,14845,119491,119939300.0,911300.0
01NFI,2014,68630,687,10513,119065,911300.0,2932000.0
01NFI,2015,68095,661,7154,130446,2932000.0,313200.0
01NFI,2016,74044,751,10353,143526,313200.0,9377600.0
01NFI,2017,74142,659,9388,148860,9377600.0,25500.0
IMMOEAST,2005,12126,520,1723,30845,9262800.0,6026400.0
IMMOEAST,2006,12720,624,1914,37316,6026400.0,4073400.0
IMMOEAST,2007,16086,610,2677,41013,4073400.0,618163200.0
IMMOEAST,2008,24380,865,9160,48498,618163200.0,1168500.0
IMMOEAST,2009,23851,1089,4068,69283,1168500.0,1159200.0
IMMOEAST,2010,32046,1038,5461,80418,1159200.0,857700.0
IMMOEAST,2011,35340,817,11266,94012,857700.0,140200.0
IMMOEAST,2012,41583,738,13688,106601,140200.0,119939300.0
IMMOEAST,2013,62308,673,14845,119491,119939300.0,911300.0
IMMOEAST,2014,68630,687,10513,119065,911300.0,2932000.0
IMMOEAST,2015,68095,661,7154,130446,2932000.0,313200.0
IMMOEAST,2016,74044,751,10353,143526,313200.0,9377600.0
IMMOEAST,2017,74142,659,9388,148860,9377600.0,25500.0
ASSECOSLO,2005,12126,520,1723,30845,9262800.0,6026400.0
ASSECOSLO,2006,12720,624,1914,37316,6026400.0,4073400.0
ASSECOSLO,2007,16086,610,2677,41013,4073400.0,618163200.0
ASSECOSLO,2008,24380,865,9160,48498,618163200.0,1168500.0
ASSECOSLO,2009,23851,1089,4068,69283,1168500.0,1159200.0
ASSECOSLO,2010,32046,1038,5461,80418,1159200.0,857700.0
ASSECOSLO,2011,35340,817,11266,94012,857700.0,140200.0
ASSECOSLO,2012,41583,738,13688,106601,140200.0,119939300.0
ASSECOSLO,2013,62308,673,14845,119491,119939300.0,911300.0
ASSECOSLO,2014,68630,687,10513,119065,911300.0,2932000.0
ASSECOSLO,2015,68095,661,7154,130446,2932000.0,313200.0
ASSECOSLO,2016,74044,751,10353,143526,313200.0,9377600.0
ASSECOSLO,2017,74142,659,9388,148860,9377600.0,25500.0
IZNS,2005,12126,520,1723,30845,9262800.0,6026400.0
IZNS,2006,12720,624,1914,37316,6026400.0,4073400.0
IZNS,2007,16086,610,2677,41013,4073400.0,618163200.0
IZNS,2008,24380,865,9160,48498,618163200.0,1168500.0
IZNS,2009,23851,1089,4068,69283,1168500.0,1159200.0
IZNS,2010,32046,1038,5461,80418,1159200.0,857700.0
IZNS,2011,35340,817,11266,94012,857700.0,140200.0
IZNS,2012,41583,738,13688,106601,140200.0,119939300.0
IZNS,2013,62308,673,14845,119491,119939300.0,911300.0
IZNS,2014,68630,687,10513,119065,911300.0,2932000.0
IZNS,2015,68095,661,7154,130446,2932000.0,313200.0
IZNS,2016,74044,751,10353,143526,313200.0,9377600.0
IZNS,2017,74142,659,9388,148860,9377600.0,25500.0
ACE,2005,12126,520,1723,30845,9262800.0,6026400.0
ACE,2006,12720,624,1914,37316,6026400.0,4073400.0
ACE,2007,16086,610,2677,41013,4073400.0,618163200.0
ACE,2008,24380,865,9160,48498,618163200.0,1168500.0
ACE,2009,23851,1089,4068,69283,1168500.0,1159200.0
ACE,2010,32046,1038,5461,80418,1159200.0,857700.0
ACE,2011,35340,817,11266,94012,857700.0,140200.0
ACE,2012,41583,738,13688,106601,140200.0,119939300.0
ACE,2013,62308,673,14845,119491,119939300.0,911300.0
ACE,2014,68630,687,10513,119065,911300.0,2932000.0
ACE,2015,68095,661,7154,130446,2932000.0,313200.0
ACE,2016,74044,751,10353,143526,313200.0,9377600.0
ACE,2017,74142,659,9388,148860,9377600.0,25500.0
IZOLACJA,2005,12126,520,1723,30845,9262800.0,6026400.0
IZOLACJA,2006,12720,624,1914,37316,6026400.0,4073400.0
IZOLACJA,2007,16086,610,2677,41013,4073400.0,618163200.0
IZOLACJA,2008,24380,865,9160,48498,618163200.0,1168500.0
IZOLACJA,2009,23851,1089,4068,69283,1168500.0,1159200.0
IZOLACJA,2010,32046,1038,5461,80418,1159200.0,857700.0
IZOLACJA,2011,35340,817,11266,94012,857700.0,140200.0
IZOLACJA,2012,41583,738,13688,106601,140200.0,119939300.0
IZOLACJA,2013,62308,673,14845,119491,119939300.0,911300.0
IZOLACJA,2014,68630,687,10513,119065,911300.0,2932000.0
IZOLACJA,2015,68095,661,7154,130446,2932000.0,313200.0
IZOLACJA,2016,74044,751,10353,143526,313200.0,9377600.0
IZOLACJA,2017,74142,659,9388,148860,9377600.0,25500.0
CHEMOS,2005,12126,520,1723,30845,9262800.0,6026400.0
CHEMOS,2006,12720,624,1914,37316,6026400.0,4073400.0
CHEMOS,2007,16086,610,2677,41013,4073400.0,618163200.0
CHEMOS,2008,24380,865,9160,48498,618163200.0,1168500.0
CHEMOS,2009,23851,1089,4068,69283,1168500.0,1159200.0
CHEMOS,2010,32046,1038,5461,80418,1159200.0,857700.0
CHEMOS,2011,35340,817,11266,94012,857700.0,140200.0
CHEMOS,2012,41583,738,13688,106601,140200.0,119939300.0
