name,year,properties,nonCurrentLiabilities,currentLiabbilities,equities,fullPrice,priceNextYear
CHEMOS,2013,62308,673,14845,119491,119939300.0,911300.0
CHEMOS,2014,68630,687,10513,119065,911300.0,2932000.0
CHEMOS,2015,68095,661,7154,130446,2932000.0,313200.0
CHEMOS,2016,74044,751,10353,143526,313200.0,9377600.0
CHEMOS,2017,74142,659,9388,148860,9377600.0,25500.0
DRAGOWSKI,2005,12126,520,1723,30845,9262800.0,6026400.0
DRAGOWSKI,2006,12720,624,1914,37316,6026400.0,4073400.0
DRAGOWSKI,2007,16086,610,2677,41013,4073400.0,618163200.0
DRAGOWSKI,2008,24380,865,9160,48498,618163200.0,1168500.0
DRAGOWSKI,2009,23851,1089,4068,69283,1168500.0,1159200.0
DRAGOWSKI,2010,32046,1038,5461,80418,1159200.0,857700.0
DRAGOWSKI,2011,35340,817,11266,94012,857700.0,140200.0
DRAGOWSKI,2012,41583,738,13688,106601,140200.0,119939300.0
DRAGOWSKI,2013,62308,673,14845,119491,119939300.0,911300.0
DRAGOWSKI,2014,68630,687,10513,119065,911300.0,2932000.0
DRAGOWSKI,2015,68095,661,7154,130446,2932000.0,313200.0
DRAGOWSKI,2016,74044,751,10353,143526,313200.0,9377600.0
DRAGOWSKI,2017,74142,659,9388,148860,9377600.0,25500.0
ERG,2005,12126,520,1723,30845,9262800.0,6026400.0
ERG,2006,12720,624,1914,37316,6026400.0,4073400.0
ERG,2007,16086,610,2677,41013,4073400.0,618163200.0
ERG,2008,24380,865,9160,48498,618163200.0,1168500.0
ERG,2009,23851,1089,4068,69283,1168500.0,1159200.0
ERG,2010,32046,1038,5461,80418,1159200.0,857700.0
ERG,2011,35340,817,11266,94012,857700.0,140200.0
ERG,2012,41583,738,13688,106601,140200.0,119939300.0
ERG,2013,62308,673,14845,119491,119939300.0,911300.0
ERG,2014,68630,687,10513,119065,911300.0,2932000.0
ERG,2015,68095,661,7154,130446,2932000.0,313200.0
ERG,2016,74044,751,10353,143526,313200.0,9377600.0
ERG,2017,74142,659,9388,148860,9377600.0,25500.0
ABPL,2005,12126,520,1723,30845,9262800.0,6026400.0
ABPL,2006,12720,624,1914,37316,6026400.0,4073400.0
ABPL,2007,16086,610,2677,41013,4073400.0,618163200.0
ABPL,2008,24380,865,9160,48498,618163200.0,1168500.0
ABPL,2009,23851,1089,4068,69283,1168500.0,1159200.0
ABPL,2010,32046,1038,5461,80418,1159200.0,857700.0
ABPL,2011,35340,817,11266,94012,857700.0,140200.0
ABPL,2012,41583,738,13688,106601,140200.0,119939300.0
ABPL,2013,62308,673,14845,119491,119939300.0,911300.0
ABPL,2014,68630,687,10513,119065,911300.0,2932000.0
ABPL,2015,68095,661,7154,130446,2932000.0,313200.0
ABPL,2016,74044,751,10353,143526,313200.0,9377600.0
ABPL,2017,74142,659,9388,148860,9377600.0,25500.0
MAGELLAN,2005,12126,520,1723,30845,9262800.0,6026400.0
MAGELLAN,2006,12720,624,1914,37316,6026400.0,4073400.0
MAGELLAN,2007,16086,610,2677,41013,4073400.0,618163200.0
MAGELLAN,2008,24380,865,9160,48498,618163200.0,1168500.0
MAGELLAN,2009,23851,1089,4068,69283,1168500.0,1159200.0
MAGELLAN,2010,32046,1038,5461,80418,1159200.0,857700.0
MAGELLAN,2011,35340,817,11266,94012,857700.0,140200.0
MAGELLAN,2012,41583,738,13688,106601,140200.0,119939300.0
MAGELLAN,2013,62308,673,14845,119491,119939300.0,911300.0
MAGELLAN,2014,68630,687,10513,119065,911300.0,2932000.0
MAGELLAN,2015,68095,661,7154,130446,2932000.0,313200.0
MAGELLAN,2016,74044,751,10353,143526,313200.0,9377600.0
MAGELLAN,2017,74142,659,9388,148860,9377600.0,25500.0
AMBRA,2005,12126,520,1723,30845,9262800.0,6026400.0
AMBRA,2006,12720,624,1914,37316,6026400.0,4073400.0
AMBRA,2007,16086,610,2677,41013,4073400.0,618163200.0
AMBRA,2008,24380,865,9160,48498,618163200.0,1168500.0
AMBRA,2009,23851,1089,4068,69283,1168500.0,1159200.0
AMBRA,2010,32046,1038,5461,80418,1159200.0,857700.0
AMBRA,2011,35340,817,11266,94012,857700.0,140200.0
AMBRA,2012,41583,738,13688,106601,140200.0,119939300.0
AMBRA,2013,62308,673,14845,119491,119939300.0,911300.0
AMBRA,2014,68630,687,10513,119065,911300.0,2932000.0
AMBRA,2015,68095,661,7154,130446,2932000.0,313200.0
AMBRA,2016,74044,751,10353,143526,313200.0,9377600.0
AMBRA,2017,74142,659,9388,148860,9377600.0,25500.0
ASTARTA,2005,12126,520,1723,30845,9262800.0,6026400.0
ASTARTA,2006,12720,624,1914,37316,6026400.0,4073400.0
ASTARTA,2007,16086,610,2677,41013,4073400.0,618163200.0
ASTARTA,2008,24380,865,9160,48498,618163200.0,1168500.0
ASTARTA,2009,23851,1089,4068,69283,1168500.0,1159200.0
ASTARTA,2010,32046,1038,5461,80418,1159200.0,857700.0
ASTARTA,2011,35340,817,11266,94012,857700.0,140200.0
ASTARTA,2012,41583,738,13688,106601,140200.0,119939300.0
ASTARTA,2013,62308,673,14845,119491,119939300.0,911300.0
ASTARTA,2014,68630,687,10513,119065,911300.0,2932000.0
ASTARTA,2015,68095,661,7154,130446,2932000.0,313200.0
ASTARTA,2016,74044,751,10353,143526,313200.0,9377600.0
ASTARTA,2017,74142,659,9388,148860,9377600.0,25500.0
ATLANTAPL,2005,12126,520,1723,30845,9262800.0,6026400.0
ATLANTAPL,2006,12720,624,1914,37316,6026400.0,4073400.0
ATLANTAPL,2007,16086,610,2677,41013,4073400.0,618163200.0
ATLANTAPL,2008,24380,865,9160,48498,618163200.0,1168500.0
ATLANTAPL,2009,23851,1089,4068,69283,1168500.0,1159200.0
ATLANTAPL,2010,32046,1038,5461,80418,1159200.0,857700.0
ATLANTAPL,2011,35340,817,11266,94012,857700.0,140200.0
ATLANTAPL,2012,41583,738,13688,106601,140200.0,119939300.0
ATLANTAPL,2013,62308,673,14845,119491,119939300.0,911300.0
ATLANTAPL,2014,68630,687,10513,119065,911300.0,2932000.0
ATLANTAPL,2015,68095,661,7154,130446,2932000.0,313200.0
ATLANTAPL,2016,74044,751,10353,143526,313200.0,9377600.0
ATLANTAPL,2017,74142,659,9388,148860,9377600.0,25500.0
KERNEL,2005,12126,520,1723,30845,9262800.0,6026400.0
KERNEL,2006,12720,624,1914,37316,6026400.0,4073400.0
KERNEL,2007,16086,610,2677,41013,4073400.0,618163200.0
KERNEL,2008,24380,865,9160,48498,618163200.0,1168500.0
KERNEL,2009,23851,1089,4068,69283,1168500.0,1159200.0
KERNEL,2010,32046,1038,5461,80418,1159200.0,857700.0
KERNEL,2011,35340,817,11266,94012,857700.0,140200.0
KERNEL,2012,41583,738,13688,106601,140200.0,119939300.0
KERNEL,2013,62308,673,14845,119491,119939300.0,911300.0
KERNEL,2014,68630,687,10513,119065,911300.0,2932000.0
KERNEL,2015,68095,661,7154,130446,2932000.0,313200.0
KERNEL,2016,74044,751,10353,143526,313200.0,9377600.0
KERNEL,2017,74142,659,9388,148860,9377600.0,25500.0
TFONE,2005,12126,520,1723,30845,9262800.0,6026400.0
TFONE,2006,12720,624,1914,37316,6026400.0,4073400.0
TFONE,2007,16086,610,2677,41013,4073400.0,618163200.0
TFONE,2008,24380,865,9160,48498,618163200.0,1168500.0
TFONE,2009,23851,1089,4068,69283,1168500.0,1159200.0
TFONE,2010,32046,1038,5461,80418,1159200.0,857700.0
TFONE,2011,35340,817,11266,94012,857700.0,140200.0
TFONE,2012,41583,738,13688,106601,140200.0,119939300.0
TFONE,2013,62308,673,14845,119491,119939300.0,911300.0
TFONE,2014,68630,687,10513,119065,911300.0,2932000.0
TFONE,2015,68095,661,7154,130446,2932000.0,313200.0
TFONE,2016,74044,751,10353,143526,313200.0,9377600.0
TFONE,2017,74142,659,9388,148860,9377600.0,25500.0
CORMAY,2005,12126,520,1723,30845,9262800.0,6026400.0
CORMAY,2006,12720,624,1914,37316,6026400.0,4073400.0
CORMAY,2007,16086,610,2677,41013,4073400.0,618163200.0
CORMAY,2008,24380,865,9160,48498,618163200.0,1168500.0
CORMAY,2009,23851,1089,4068,69283,1168500.0,1159200.0
CORMAY,2010,32046,1038,5461,80418,1159200.0,857700.0
CORMAY,2011,35340,817,11266,94012,857700.0,140200.0
CORMAY,2012,41583,738,13688,106601,140200.0,119939300.0
CORMAY,2013,62308,673,14845,119491,119939300.0,911300.0
CORMAY,2014,68630,687,10513,119065,911300.0,2932000.0
CORMAY,2015,68095,661,7154,130446,2932000.0,313200.0
CORMAY,2016,74044,751,10353,143526,313200.0,9377600.0
CORMAY,2017,74142,659,9388,148860,9377600.0,25500.0
RONSON,2005,12126,520,1723,30845,9262800.0,6026400.0
RONSON,2006,12720,624,1914,37316,6026400.0,4073400.0
RONSON,2007,16086,610,2677,41013,4073400.0,618163200.0
RONSON,2008,24380,865,9160,48498,618163200.0,1168500.0
RONSON,2009,23851,1089,4068,69283,1168500.0,1159200.0
RONSON,2010,32046,1038,5461,80418,1159200.0,857700.0
RONSON,2011,35340,817,11266,94012,857700.0,140200.0
RONSON,2012,41583,738,13688,106601,140200.0,119939300.0
RONSON,2013,62308,673,14845,119491,119939300.0,911300.0
RONSON,2014,68630,687,10513,119065,911300.0,2932000.0
RONSON,2015,68095,661,7154,130446,2932000.0,313200.0
RONSON,2016,74044,751,10353,143526,313200.0,9377600.0
RONSON,2017,74142,659,9388,148860,9377600.0,25500.0
POLCOLORIT,2005,12126,520,1723,30845,9262800.0,6026400.0
POLCOLORIT,2006,12720,624,1914,37316,6026400.0,4073400.0
POLCOLORIT,2007,16086,610,2677,41013,4073400.0,618163200.0
POLCOLORIT,2008,24380,865,9160,48498,618163200.0,1168500.0
POLCOLORIT,2009,23851,1089,4068,69283,1168500.0,1159200.0
POLCOLORIT,2010,32046,1038,5461,80418,1159200.0,857700.0
POLCOLORIT,2011,35340,817,11266,94012,857700.0,140200.0
POLCOLORIT,2012,41583,738,13688,106601,140200.0,119939300.0
POLCOLORIT,2013,62308,673,14845,119491,119939300.0,911300.0
POLCOLORIT,2014,68630,687,10513,119065,911300.0,2932000.0
POLCOLORIT,2015,68095,661,7154,130446,2932000.0,313200.0
POLCOLORIT,2016,74044,751,10353,143526,313200.0,9377600.0
POLCOLORIT,2017,74142,659,9388,148860,9377600.0,25500.0
JWCONSTR,2005,12126,520,1723,30845,9262800.0,6026400.0
JWCONSTR,2006,12720,624,1914,37316,6026400.0,4073400.0
JWCONSTR,2007,16086,610,2677,41013,4073400.0,618163200.0
JWCONSTR,2008,24380,865,9160,48498,618163200.0,1168500.0
JWCONSTR,2009,23851,1089,4068,69283,1168500.0,1159200.0
JWCONSTR,2010,32046,1038,5461,80418,1159200.0,857700.0
JWCONSTR,2011,35340,817,11266,94012,857700.0,140200.0
JWCONSTR,2012,41583,738,13688,106601,140200.0,119939300.0
JWCONSTR,2013,62308,673,14845,119491,119939300.0,911300.0
JWCONSTR,2014,68630,687,10513,119065,911300.0,2932000.0
JWCONSTR,2015,68095,661,7154,130446,2932000.0,313200.0
JWCONSTR,2016,74044,751,10353,143526,313200.0,9377600.0
JWCONSTR,2017,74142,659,9388,148860,9377600.0,25500.0
ACTION,2005,12126,520,1723,30845,9262800.0,6026400.0
ACTION,2006,12720,624,1914,37316,6026400.0,4073400.0
ACTION,2007,16086,610,2677,41013,4073400.0,618163200.0
ACTION,2008,24380,865,9160,48498,618163200.0,1168500.0
ACTION,2009,23851,1089,4068,69283,1168500.0,1159200.0
ACTION,2010,32046,1038,5461,80418,1159200.0,857700.0
ACTION,2011,35340,817,11266,94012,857700.0,140200.0
ACTION,2012,41583,738,13688,106601,140200.0,119939300.0
ACTION,2013,62308,673,14845,119491,119939300.0,911300.0
ACTION,2014,68630,687,10513,119065,911300.0,2932000.0
ACTION,2015,68095,661,7154,130446,2932000.0,313200.0
ACTION,2016,74044,751,10353,143526,313200.0,9377600.0
ACTION,2017,74142,659,9388,148860,9377600.0,25500.0
PROCAD,2005,12126,520,1723,30845,9262800.0,6026400.0
PROCAD,2006,12720,624,1914,37316,6026400.0,4073400.0
PROCAD,2007,16086,610,2677,41013,4073400.0,618163200.0
PROCAD,2008,24380,865,9160,48498,618163200.0,1168500.0
PROCAD,2009,23851,1089,4068,69283,1168500.0,1159200.0
PROCAD,2010,32046,1038,5461,80418,1159200.0,857700.0
PROCAD,2011,35340,817,11266,94012,857700.0,140200.0
PROCAD,2012,41583,738,13688,106601,140200.0,119939300.0
PROCAD,2013,62308,673,14845,119491,119939300.0,911300.0
PROCAD,2014,68630,687,10513,119065,911300.0,2932000.0
PROCAD,2015,68095,661,7154,130446,2932000.0,313200.0
PROCAD,2016,74044,751,10353,143526,313200.0,9377600.0
PROCAD,2017,74142,659,9388,148860,9377600.0,25500.0
LCCORP,2005,12126,520,1723,30845,9262800.0,6026400.0
LCCORP,2006,12720,624,1914,37316,6026400.0,4073400.0
LCCORP,2007,16086,610,2677,41013,4073400.0,618163200.0
LCCORP,2008,24380,865,9160,48498,618163200.0,1168500.0
LCCORP,2009,23851,1089,4068,69283,1168500.0,1159200.0
LCCORP,2010,32046,1038,5461,80418,1159200.0,857700.0
LCCORP,2011,35340,817,11266,94012,857700.0,140200.0
LCCORP,2012,41583,738,13688,106601,140200.0,119939300.0
LCCORP,2013,62308,673,14845,119491,119939300.0,911300.0
LCCORP,2014,68630,687,10513,119065,911300.0,2932000.0
LCCORP,2015,68095,661,7154,130446,2932000.0,313200.0
LCCORP,2016,74044,751,10353,143526,313200.0,9377600.0
LCCORP,2017,74142,659,9388,148860,9377600.0,25500.0
INTEGERPL,2005,12126,520,1723,30845,9262800.0,6026400.0
INTEGERPL,2006,12720,624,1914,37316,6026400.0,4073400.0
INTEGERPL,2007,16086,610,2677,41013,4073400.0,618163200.0
INTEGERPL,2008,24380,865,9160,48498,618163200.0,1168500.0
INTEGERPL,2009,23851,1089,4068,69283,1168500.0,1159200.0
INTEGERPL,2010,32046,1038,5461,80418,1159200.0,857700.0
INTEGERPL,2011,35340,817,11266,94012,857700.0,140200.0
INTEGERPL,2012,41583,738,13688,106601,140200.0,119939300.0
INTEGERPL,2013,62308,673,14845,119491,119939300.0,911300.0
INTEGERPL,2014,68630,687,10513,119065,911300.0,2932000.0
INTEGERPL,2015,68095,661,7154,130446,2932000.0,313200.0
INTEGERPL,2016,74044,751,10353,143526,313200.0,9377600.0
INTEGERPL,2017,74142,659,9388,148860,9377600.0,25500.0
LOTOS,2005,12126,520,1723,30845,9262800.0,6026400.0
LOTOS,2006,12720,624,1914,37316,6026400.0,4073400.0
LOTOS,2007,16086,610,2677,41013,4073400.0,618163200.0
LOTOS,2008,24380,865,9160,48498,618163200.0,1168500.0
LOTOS,2009,23851,1089,4068,69283,1168500.0,1159200.0
LOTOS,2010,32046,1038,5461,80418,1159200.0,857700.0
LOTOS,2011,35340,817,11266,94012,857700.0,140200.0
LOTOS,2012,41583,738,13688,106601,140200.0,119939300.0
LOTOS,2013,62308,673,14845,119491,119939300.0,911300.0
LOTOS,2014,68630,687,10513,119065,911300.0,2932000.0
LOTOS,2015,68095,661,7154,130446,2932000.0,313200.0
LOTOS,2016,74044,751,10353,143526,313200.0,9377600.0
LOTOS,2017,74142,659,9388,148860,9377600.0,25500.0
SYNTHOS,2005,12126,520,1723,30845,9262800.0,6026400.0
SYNTHOS,2006,12720,624,1914,37316,6026400.0,4073400.0
SYNTHOS,2007,16086,610,2677,41013,4073400.0,618163200.0
SYNTHOS,2008,24380,865,9160,48498,618163200.0,1168500.0
SYNTHOS,2009,23851,1089,4068,69283,1168500.0,1159200.0
SYNTHOS,2010,32046,1038,5461,80418,1159200.0,857700.0
SYNTHOS,2011,35340,817,11266,94012,857700.0,140200.0
SYNTHOS,2012,41583,738,13688,106601,140200.0,119939300.0
SYNTHOS,2013,62308,673,14845,119491,119939300.0,911300.0
SYNTHOS,2014,68630,687,10513,119065,911300.0,2932000.0
SYNTHOS,2015,68095,661,7154,130446,2932000.0,313200.0
SYNTHOS,2016,74044,751,10353,143526,313200.0,9377600.0
SYNTHOS,2017,74142,659,9388,148860,9377600.0,25500.0
ERGIS,2005,12126,520,1723,30845,9262800.0,6026400.0
ERGIS,2006,12720,624,1914,37316,6026400.0,4073400.0
ERGIS,2007,16086,610,2677,41013,4073400.0,618163200.0
ERGIS,2008,24380,865,9160,48498,618163200.0,1168500.0
ERGIS,2009,23851,1089,4068,69283,1168500.0,1159200.0
ERGIS,2010,32046,1038,5461,80418,1159200.0,857700.0
ERGIS,2011,35340,817,11266,94012,857700.0,140200.0
ERGIS,2012,41583,738,13688,106601,140200.0,119939300.0
ERGIS,2013,62308,673,14845,119491,119939300.0,911300.0
ERGIS,2014,68630,687,10513,119065,911300.0,2932000.0
ERGIS,2015,68095,661,7154,130446,2932000.0,313200.0
ERGIS,2016,74044,751,10353,143526,313200.0,9377600.0
ERGIS,2017,74142,659,9388,148860,9377600.0,25500.0
ONE2ONE,2005,12126,520,1723,30845,9262800.0,6026400.0
ONE2ONE,2006,12720,624,1914,37316,6026400.0,4073400.0
ONE2ONE,2007,16086,610,2677,41013,4073400.0,618163200.0
ONE2ONE,2008,24380,865,9160,48498,618163200.0,1168500.0
ONE2ONE,2009,23851,1089,4068,69283,1168500.0,1159200.0
ONE2ONE,2010,32046,1038,5461,80418,1159200.0,857700.0
ONE2ONE,2011,35340,817,11266,94012,857700.0,140200.0
ONE2ONE,2012,41583,738,13688,106601,140200.0,119939300.0
ONE2ONE,2013,62308,673,14845,119491,119939300.0,911300.0
ONE2ONE,2014,68630,687,10513,119065,911300.0,2932000.0
ONE2ONE,2015,68095,661,7154,130446,2932000.0,313200.0
ONE2ONE,2016,74044,751,10353,143526,313200.0,9377600.0
ONE2ONE,2017,74142,659,9388,148860,9377600.0,25500.0
HYPERION,2005,12126,520,1723,30845,9262800.0,6026400.0
HYPERION,2006,12720,624,1914,37316,6026400.0,4073400.0
HYPERION,2007,16086,610,2677,41013,4073400.0,618163200.0
HYPERION,2008,24380,865,9160,48498,618163200.0,1168500.0
HYPERION,2009,23851,1089,4068,69283,1168500.0,1159200.0
HYPERION,2010,32046,1038,5461,80418,1159200.0,857700.0
HYPERION,2011,35340,817,11266,94012,857700.0,140200.0
HYPERION,2012,41583,738,13688,106601,140200.0,119939300.0
HYPERION,2013,62308,673,14845,119491,119939300.0,911300.0
HYPERION,2014,68630,687,10513,119065,911300.0,2932000.0
HYPERION,2015,68095,661,7154,130446,2932000.0,313200.0
HYPERION,2016,74044,751,10353,143526,313200.0,9377600.0
HYPERION,2017,74142,659,9388,148860,9377600.0,25500.0
SKOK,2005,12126,520,1723,30845,9262800.0,6026400.0
SKOK,2006,12720,624,1914,37316,6026400.0,4073400.0
SKOK,2007,16086,610,2677,41013,4073400.0,618163200.0
SKOK,2008,24380,865,9160,48498,618163200.0,1168500.0
SKOK,2009,23851,1089,4068,69283,1168500.0,1159200.0
SKOK,2010,32046,1038,5461,80418,1159200.0,857700.0
SKOK,2011,35340,817,11266,94012,857700.0,140200.0
SKOK,2012,41583,738,13688,106601,140200.0,119939300.0
SKOK,2013,62308,673,14845,119491,119939300.0,911300.0
SKOK,2014,68630,687,10513,119065,911300.0,2932000.0
SKOK,2015,68095,661,7154,130446,2932000.0,313200.0
SKOK,2016,74044,751,10353,143526,313200.0,9377600.0
SKOK,2017,74142,659,9388,148860,9377600.0,25500.0
PLAZACNTR,2005,12126,520,1723,30845,9262800.0,6026400.0
PLAZACNTR,2006,12720,624,1914,37316,6026400.0,4073400.0
PLAZACNTR,2007,16086,610,2677,41013,4073400.0,618163200.0
PLAZACNTR,2008,24380,865,9160,48498,618163200.0,1168500.0
PLAZACNTR,2009,23851,1089,4068,69283,1168500.0,1159200.0
PLAZACNTR,2010,32046,1038,5461,80418,1159200.0,857700.0
PLAZACNTR,2011,35340,817,11266,94012,857700.0,140200.0
PLAZACNTR,2012,41583,738,13688,106601,140200.0,119939300.0
PLAZACNTR,2013,62308,673,14845,119491,119939300.0,911300.0
PLAZACNTR,2014,68630,687,10513,119065,911300.0,2932000.0
PLAZACNTR,2015,68095,661,7154,130446,2932000.0,313200.0
PLAZACNTR,2016,74044,751,10353,143526,313200.0,9377600.0
PLAZACNTR,2017,74142,659,9388,148860,9377600.0,25500.0
HAWE,2005,12126,520,1723,30845,9262800.0,6026400.0
HAWE,2006,12720,624,1914,37316,6026400.0,4073400.0
HAWE,2007,16086,610,2677,41013,4073400.0,618163200.0
HAWE,2008,24380,865,9160,48498,618163200.0,1168500.0
HAWE,2009,23851,1089,4068,69283,1168500.0,1159200.0
HAWE,2010,32046,1038,5461,80418,1159200.0,857700.0
HAWE,2011,35340,817,11266,94012,857700.0,140200.0
HAWE,2012,41583,738,13688,106601,140200.0,119939300.0
HAWE,2013,62308,673,14845,119491,119939300.0,911300.0
HAWE,2014,68630,687,10513,119065,911300.0,2932000.0
HAWE,2015,68095,661,7154,130446,2932000.0,313200.0
HAWE,2016,74044,751,10353,143526,313200.0,9377600.0
HAWE,2017,74142,659,9388,148860,9377600.0,25500.0
MCLOGIC,2005,12126,520,1723,30845,9262800.0,6026400.0
MCLOGIC,2006,12720,624,1914,37316,6026400.0,4073400.0
MCLOGIC,2007,16086,610,2677,41013,4073400.0,618163200.0
MCLOGIC,2008,24380,865,9160,48498,618163200.0,1168500.0
MCLOGIC,2009,23851,1089,4068,69283,1168500.0,1159200.0
MCLOGIC,2010,32046,1038,5461,80418,1159200.0,857700.0
MCLOGIC,2011,35340,817,11266,94012,857700.0,140200.0
MCLOGIC,2012,41583,738,13688,106601,140200.0,119939300.0
MCLOGIC,2013,62308,673,14845,119491,119939300.0,911300.0
MCLOGIC,2014,68630,687,10513,119065,911300.0,2932000.0
MCLOGIC,2015,68095,661,7154,130446,2932000.0,313200.0
MCLOGIC,2016,74044,751,10353,143526,313200.0,9377600.0
MCLOGIC,2017,74142,659,9388,148860,9377600.0,25500.0
POZBUD,2005,12126,520,1723,30845,9262800.0,6026400.0
POZBUD,2006,12720,624,1914,37316,6026400.0,4073400.0
POZBUD,2007,16086,610,2677,41013,4073400.0,618163200.0
POZBUD,2008,24380,865,9160,48498,618163200.0,1168500.0
POZBUD,2009,23851,1089,4068,69283,1168500.0,1159200.0
POZBUD,2010,32046,1038,5461,80418,1159200.0,857700.0
POZBUD,2011,35340,817,11266,94012,857700.0,140200.0
POZBUD,2012,41583,738,13688,106601,140200.0,119939300.0
POZBUD,2013,62308,673,14845,119491,119939300.0,911300.0
POZBUD,2014,68630,687,10513,119065,911300.0,2932000.0
POZBUD,2015,68095,661,7154,130446,2932000.0,313200.0
POZBUD,2016,74044,751,10353,143526,313200.0,9377600.0
POZBUD,2017,74142,659,9388,148860,9377600.0,25500.0
ZASTAL,2005,12126,520,1723,30845,9262800.0,6026400.0
ZASTAL,2006,12720,624,1914,37316,6026400.0,4073400.0
ZASTAL,2007,16086,610,2677,41013,4073400.0,618163200.0
ZASTAL,2008,24380,865,9160,48498,618163200.0,1168500.0
ZASTAL,2009,23851,1089,4068,69283,1168500.0,1159200.0
ZASTAL,2010,32046,1038,5461,80418,1159200.0,857700.0
ZASTAL,2011,35340,817,11266,94012,857700.0,140200.0
ZASTAL,2012,41583,738,13688,106601,140200.0,119939300.0
ZASTAL,2013,62308,673,14845,119491,119939300.0,911300.0
ZASTAL,2014,68630,687,10513,119065,911300.0,2932000.0
ZASTAL,2015,68095,661,7154,130446,2932000.0,313200.0
ZASTAL,2016,74044,751,10353,143526,313200.0,9377600.0
ZASTAL,2017,74142,659,9388,148860,9377600.0,25500.0
ASBIS,2005,12126,520,1723,30845,9262800.0,6026400.0
ASBIS,2006,12720,624,1914,37316,6026400.0,4073400.0
ASBIS,2007,16086,610,2677,41013,4073400.0,618163200.0
ASBIS,2008,24380,865,9160,48498,618163200.0,1168500.0
ASBIS,2009,23851,1089,4068,69283,1168500.0,1159200.0
ASBIS,2010,32046,1038,5461,80418,1159200.0,857700.0
ASBIS,2011,35340,817,11266,94012,857700.0,140200.0
ASBIS,2012,41583,738,13688,106601,140200.0,119939300.0
ASBIS,2013,62308,673,14845,119491,119939300.0,911300.0
ASBIS,2014,68630,687,10513,119065,911300.0,2932000.0
